"","KeyID","Latitude","Longitude","Elevation","Rep","Year","Month","Day","L2o","L2","L3","L4","L5","L6","Pupae","Adults","DeathAdult","OvipositingAdult","Brood","Eggs_g2","L1_g2","L2o_g2","L2_g2","AverageInstar","MalePupae","FemalePupae","MaleAdult","FemaleAdult","MaleEmergence","FemaleEmergence","MaleFlight","FemaleFlight","DataType"
"23","Arisaig",45.755,-62.168667,NA,0,2021,5,13,22.25,56,10.5,0,0,0,0,0,0,0,0,0,0,0,0,2.11831,0,0,0,0,0,0,0,0,"Real_Data"
"24","Arisaig",45.755,-62.168667,NA,0,2021,5,14,18.75,52.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,2.18103,0,0,0,0,0,0,0,0,"Real_Data"
"25","Arisaig",45.755,-62.168667,NA,0,2021,5,15,14.25,51,20.5,0,0,0,0,0,0,0,0,0,0,0,0,2.23907,0,0,0,0,0,0,0,0,"Real_Data"
"26","Arisaig",45.755,-62.168667,NA,0,2021,5,16,13,45.25,25.75,0,0,0,0,0,0,0,0,0,0,0,0,2.30655,0,0,0,0,0,0,0,0,"Real_Data"
"27","Arisaig",45.755,-62.168667,NA,0,2021,5,17,9.5,41.5,31.25,0,0,0,0,0,0,0,0,0,0,0,0,2.37994,0,0,0,0,0,0,0,0,"Real_Data"
"28","Arisaig",45.755,-62.168667,NA,0,2021,5,18,6,34.25,38.5,0,0,0,0,0,0,0,0,0,0,0,0,2.48889,0,0,0,0,0,0,0,0,"Real_Data"
"29","Arisaig",45.755,-62.168667,NA,0,2021,5,19,5.5,29.25,42.5,0,0,0,0,0,0,0,0,0,0,0,0,2.55016,0,0,0,0,0,0,0,0,"Real_Data"
"30","Arisaig",45.755,-62.168667,NA,0,2021,5,20,4.5,24.75,45.5,0,0,0,0,0,0,0,0,0,0,0,0,2.6087,0,0,0,0,0,0,0,0,"Real_Data"
"31","Arisaig",45.755,-62.168667,NA,0,2021,5,21,2.25,18.5,48.5,1.25,0,0,0,0,0,0,0,0,0,0,0,2.7234,0,0,0,0,0,0,0,0,"Real_Data"
"32","Arisaig",45.755,-62.168667,NA,0,2021,5,22,1.5,13.25,52,2,0,0,0,0,0,0,0,0,0,0,0,2.81455,0,0,0,0,0,0,0,0,"Real_Data"
"33","Arisaig",45.755,-62.168667,NA,0,2021,5,23,1.25,9.5,50.25,5.5,0,0,0,0,0,0,0,0,0,0,0,2.92105,0,0,0,0,0,0,0,0,"Real_Data"
"34","Arisaig",45.755,-62.168667,NA,0,2021,5,24,0.75,8.5,50.25,6.75,0,0,0,0,0,0,0,0,0,0,0,2.96226,0,0,0,0,0,0,0,0,"Real_Data"
"35","Arisaig",45.755,-62.168667,NA,0,2021,5,25,0.75,5.75,47,9.25,0,0,0,0,0,0,0,0,0,0,0,3.04382,0,0,0,0,0,0,0,0,"Real_Data"
"36","Arisaig",45.755,-62.168667,NA,0,2021,5,26,0.25,3.25,32.75,20.25,0.25,0,0,0,0,0,0,0,0,0,0,3.30396,0,0,0,0,0,0,0,0,"Real_Data"
"37","Arisaig",45.755,-62.168667,NA,0,2021,5,27,0.25,2.75,28,21,1.75,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,"Real_Data"
"38","Arisaig",45.755,-62.168667,NA,0,2021,5,28,0.25,2.25,25.5,22.25,2.5,0,0,0,0,0,0,0,0,0,0,3.46919,0,0,0,0,0,0,0,0,"Real_Data"
"39","Arisaig",45.755,-62.168667,NA,0,2021,5,29,0.25,2,25,21.75,3.25,0,0,0,0,0,0,0,0,0,0,3.49761,0,0,0,0,0,0,0,0,"Real_Data"
"40","Arisaig",45.755,-62.168667,NA,0,2021,5,30,0.25,1.75,23,20.5,4.5,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,"Real_Data"
"41","Arisaig",45.755,-62.168667,NA,0,2021,5,31,0.25,0.25,20.75,18.5,5.75,0,0,0,0,0,0,0,0,0,0,3.64835,0,0,0,0,0,0,0,0,"Real_Data"
"42","Arisaig",45.755,-62.168667,NA,0,2021,6,1,0,0.25,16,19.25,7.25,0,0,0,0,0,0,0,0,0,0,3.78363,0,0,0,0,0,0,0,0,"Real_Data"
"43","Arisaig",45.755,-62.168667,NA,0,2021,6,2,0,0.25,10.5,15.5,11.25,0,0,0,0,0,0,0,0,0,0,4.00667,0,0,0,0,0,0,0,0,"Real_Data"
"44","Arisaig",45.755,-62.168667,NA,0,2021,6,3,0,0.25,6.75,10.75,15.5,0,0,0,0,0,0,0,0,0,0,4.24812,0,0,0,0,0,0,0,0,"Real_Data"
"45","Arisaig",45.755,-62.168667,NA,0,2021,6,4,0,0,4,7.5,19.5,0.25,0,0,0,0,0,0,0,0,0,4.512,0,0,0,0,0,0,0,0,"Real_Data"
"46","Arisaig",45.755,-62.168667,NA,0,2021,6,5,0,0,1.25,4.25,19.75,1,0,0,0,0,0,0,0,0,0,4.78095,0,0,0,0,0,0,0,0,"Real_Data"
"47","Arisaig",45.755,-62.168667,NA,0,2021,6,6,0,0,1.25,2.25,17,2,0,0,0,0,0,0,0,0,0,4.87778,0,0,0,0,0,0,0,0,"Real_Data"
"48","Arisaig",45.755,-62.168667,NA,0,2021,6,7,0,0,0.5,2.25,13,3.25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"Real_Data"
"49","Arisaig",45.755,-62.168667,NA,0,2021,6,8,0,0,0.25,0.25,9.25,6.5,0,0,0,0,0,0,0,0,0,5.35385,0,0,0,0,0,0,0,0,"Real_Data"
"50","Arisaig",45.755,-62.168667,NA,0,2021,6,9,0,0,0.25,0.25,6.5,7.25,0,0,0,0,0,0,0,0,0,5.45614,0,0,0,0,0,0,0,0,"Real_Data"
"51","Arisaig",45.755,-62.168667,NA,0,2021,6,10,0,0,0.25,0.25,6,7.25,0,0,0,0,0,0,0,0,0,5.47273,0,0,0,0,0,0,0,0,"Real_Data"
"52","Arisaig",45.755,-62.168667,NA,0,2021,6,11,0,0,0.25,0,5,7.75,0,0,0,0,0,0,0,0,0,5.55769,0,0,0,0,0,0,0,0,"Real_Data"
"53","Arisaig",45.755,-62.168667,NA,0,2021,6,12,0,0,0.25,0,3,9.5,0,0,0,0,0,0,0,0,0,5.70588,0,0,0,0,0,0,0,0,"Real_Data"
"54","Arisaig",45.755,-62.168667,NA,0,2021,6,13,0,0,0,0.25,2.25,9.75,0,0,0,0,0,0,0,0,0,5.77551,0,0,0,0,0,0,0,0,"Real_Data"
"55","Arisaig",45.755,-62.168667,NA,0,2021,6,14,0,0,0,0.25,1.75,9.25,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,"Real_Data"
"56","Arisaig",45.755,-62.168667,NA,0,2021,6,15,0,0,0,0.25,1.25,8.75,0,0,0,0,0,0,0,0,0,5.82927,0,0,0,0,0,0,0,0,"Real_Data"
"57","Arisaig",45.755,-62.168667,NA,0,2021,6,16,0,0,0,0.25,1,8.75,0,0,0,0,0,0,0,0,0,5.85,0,0,0,0,0,0,0,0,"Real_Data"
"58","Arisaig",45.755,-62.168667,NA,0,2021,6,17,0,0,0,0,1,8,0.5,0,0,0,0,0,0,0,0,5.94737,0.5,0,0,0,0,0,0,0,"Real_Data"
"59","Arisaig",45.755,-62.168667,NA,0,2021,6,18,0,0,0,0,0.75,8,0.5,0,0,0,0,0,0,0,0,5.97297,0.5,0,0,0,0,0,0,0,"Real_Data"
"60","Arisaig",45.755,-62.168667,NA,0,2021,6,19,0,0,0,0,0.5,7.5,1,0,0,0,0,0,0,0,0,6.05556,1,0,0,0,0,0,0,0,"Real_Data"
"61","Arisaig",45.755,-62.168667,NA,0,2021,6,20,0,0,0,0,0,6.5,1.5,0,0,0,0,0,0,0,0,6.1875,1.5,0,0,0,0,0,0,0,"Real_Data"
"62","Arisaig",45.755,-62.168667,NA,0,2021,6,21,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6.375,2.5,0.5,0,0,0,0,0,0,"Real_Data"
"63","Arisaig",45.755,-62.168667,NA,0,2021,6,22,0,0,0,0,0,4.75,3.25,0,0,0,0,0,0,0,0,6.40625,2.75,0.5,0,0,0,0,0,0,"Real_Data"
"64","Arisaig",45.755,-62.168667,NA,0,2021,6,23,0,0,0,0,0,4,3.75,0,0,0,0,0,0,0,0,6.48387,3,0.75,0,0,0,0,0,0,"Real_Data"
"65","Arisaig",45.755,-62.168667,NA,0,2021,6,24,0,0,0,0,0,2.5,5.25,0,0,0,0,0,0,0,0,6.67742,4,1.25,0,0,0,0,0,0,"Real_Data"
"66","Arisaig",45.755,-62.168667,NA,0,2021,6,25,0,0,0,0,0,2.25,5.5,0,0,0,0,0,0,0,0,6.70968,4,1.5,0,0,0,0,0,0,"Real_Data"
"67","Arisaig",45.755,-62.168667,NA,0,2021,6,26,0,0,0,0,0,1.5,6.25,0,0,0,0,0,0,0,0,6.80645,4.5,1.75,0,0,0,0,0,0,"Real_Data"
"68","Arisaig",45.755,-62.168667,NA,0,2021,6,27,0,0,0,0,0,1.5,5.75,0.25,0,0,0,0,0,0,0,6.83333,4,1.75,0.25,0,0.25,0,0,0,"Real_Data"
"69","Arisaig",45.755,-62.168667,NA,0,2021,6,28,0,0,0,0,0,1.25,5.75,0.5,0,0,0,0,0,0,0,6.9,4,1.75,0.5,0,0.25,0,0,0,"Real_Data"
"70","Arisaig",45.755,-62.168667,NA,0,2021,6,29,0,0,0,0,0,1,5.5,1,0,0,0,0,0,0,0,7,3.5,2,1,0,0.5,0,0,0,"Real_Data"
"71","Arisaig",45.755,-62.168667,NA,0,2021,6,30,0,0,0,0,0,1,4.5,2,0,0,0,0,0,0,0,7.13333,3,1.5,1.5,0.5,0.5,0.5,0.25,0,"Real_Data"
"72","Arisaig",45.755,-62.168667,NA,0,2021,7,1,0,0,0,0,0,0.75,4,2.5,0,0.25,11.9627,0,0,0,0,7.24138,2.25,1.75,2,0.5,0.5,0,0.25,0,"Real_Data"
"73","Arisaig",45.755,-62.168667,NA,0,2021,7,2,0,0,0,0,0,0.5,4,2.75,0,0.5,6.77071,0,0,0,0,7.31034,2.25,1.75,2,0.75,0,0.25,0,0,"Real_Data"
"74","Arisaig",45.755,-62.168667,NA,0,2021,7,3,0,0,0,0,0,0.25,3.75,2.5,0,0.5,6.95645,0,0,0,0,7.34615,2,1.75,1.75,0.75,0.25,0,0,0,"Real_Data"
"75","Arisaig",45.755,-62.168667,NA,0,2021,7,4,0,0,0,0,0,0.25,3.5,2.75,0,0.5,6.19421,0,0,0,0,7.38462,2,1.5,1.75,1,0,0.25,0,0,"Real_Data"
"76","Arisaig",45.755,-62.168667,NA,0,2021,7,5,0,0,0,0,0,0.25,2,4.25,0,0.75,23.7559,0,0,0,0,7.61538,1,1,2.75,1.5,1,0.5,0,0,"Real_Data"
"77","Arisaig",45.755,-62.168667,NA,0,2021,7,6,0,0,0,0,0,0.25,1.75,4.5,0,1,61.418,0,0,0,0,7.65385,0.75,1,3,1.5,0.25,0,0.75,0,"Real_Data"
"78","Arisaig",45.755,-62.168667,NA,0,2021,7,7,0,0,0,0,0,0.25,1,4.75,0,1.25,86.8655,0,0,0,0,7.75,0.25,0.75,3.25,1.5,0.5,0.25,0.25,0,"Real_Data"
"79","Arisaig",45.755,-62.168667,NA,0,2021,7,8,0,0,0,0,0,0.25,1,4.25,0,1.25,23.8794,0,0,0,0,7.72727,0.25,0.75,3,1.25,0,0,0,0,"Real_Data"
"80","Arisaig",45.755,-62.168667,NA,0,2021,7,9,0,0,0,0,0,0.25,1,4.25,0,1.25,37.9902,0,0,0,0,7.72727,0.25,0.75,3,1.25,0,0,0.25,0.25,"Real_Data"
"81","Arisaig",45.755,-62.168667,NA,0,2021,7,10,0,0,0,0,0,0.25,1,4,0,1.25,23.5854,0,0,0,0,7.71429,0.25,0.75,2.75,1.25,0,0,0,0.5,"Real_Data"
"82","Arisaig",45.755,-62.168667,NA,0,2021,7,11,0,0,0,0,0,0.25,0.5,4.5,0,1.25,17.5174,0,0,0,0,7.80952,0,0.5,3,1.5,0.25,0.25,0,0.25,"Real_Data"
"83","Arisaig",45.755,-62.168667,NA,0,2021,7,12,0,0,0,0,0,0.25,0.5,4.25,0,1.25,13.4951,0,0,0,0,7.8,0,0.5,3,1.25,0,0,0,0,"Real_Data"
"84","Arisaig",45.755,-62.168667,NA,0,2021,7,13,0,0,0,0,0,0.25,0.25,4.5,0,1.25,9.09459,0,0,0,0,7.85,0,0.25,3,1.5,0,0.25,0,0,"Real_Data"
"85","Arisaig",45.755,-62.168667,NA,0,2021,7,14,0,0,0,0,0,0,0.25,4.25,0,1,15.4774,0,0,0,0,7.94444,0,0.25,2.75,1.5,0,0.25,1,0,"Real_Data"
"86","Arisaig",45.755,-62.168667,NA,0,2021,7,15,0,0,0,0,0,0,0.25,4.25,0,1.5,81.181,0,0,0,0,7.94444,0,0.25,2.75,1.5,0,0,0.5,0,"Real_Data"
"87","Arisaig",45.755,-62.168667,NA,0,2021,7,16,0,0,0,0,0,0,0.25,3.5,0.75,1.25,40.052,0,0,0,0,8.11111,0,0.25,2.25,1.25,0,0,0,0.25,"Real_Data"
"88","Arisaig",45.755,-62.168667,NA,0,2021,7,17,0,0,0,0,0,0,0.25,2.75,1.25,1,19.222,0,0,0,0,8.23529,0,0.25,1.75,1,0,0,0,0.25,"Real_Data"
"89","Arisaig",45.755,-62.168667,NA,0,2021,7,18,0,0,0,0,0,0,0.25,2,1.75,0.75,13.4721,0,0,0,0,8.375,0,0.25,1.25,0.75,0,0,0,0.25,"Real_Data"
"90","Arisaig",45.755,-62.168667,NA,0,2021,7,19,0,0,0,0,0,0,0.25,1.75,2,0.75,8.27389,0,0,0,0,8.4375,0,0.25,1,0.75,0,0,0,0,"Real_Data"
"91","Arisaig",45.755,-62.168667,NA,0,2021,7,20,0,0,0,0,0,0,0.25,1,2.75,0.75,3.60814,0,0,0,0,8.625,0,0.25,0.25,0.75,0,0,0,0,"Real_Data"
"92","Arisaig",45.755,-62.168667,NA,0,2021,7,21,0,0,0,0,0,0,0,1.25,2.75,0.75,3.59363,0,0,0,0,8.6875,0,0,0.25,1,0,0.25,0,0,"Real_Data"
"93","Arisaig",45.755,-62.168667,NA,0,2021,7,22,0,0,0,0,0,0,0,1.25,2.75,0.75,0,0,0,0,0,8.6875,0,0,0.25,1,0,0,0,0,"Real_Data"
"94","Arisaig",45.755,-62.168667,NA,0,2021,7,23,0,0,0,0,0,0,0,1,2.75,0.75,14.8309,0,0,0,0,8.73333,0,0,0.25,0.75,0,0,0,0,"Real_Data"
"95","Arisaig",45.755,-62.168667,NA,0,2021,7,24,0,0,0,0,0,0,0,1,2.75,0.75,0,0,0,0,0,8.73333,0,0,0.25,0.75,0,0,0,0,"Real_Data"
"96","Arisaig",45.755,-62.168667,NA,0,2021,7,25,0,0,0,0,0,0,0,0.5,3.25,0.5,0,0,0,0,0,8.86667,0,0,0,0.5,0,0,0,0,"Real_Data"
"97","Arisaig",45.755,-62.168667,NA,0,2021,7,26,0,0,0,0,0,0,0,0.5,3.25,0.5,0,0,0,0,0,8.86667,0,0,0,0.5,0,0,0,0,"Real_Data"
"98","Arisaig",45.755,-62.168667,NA,0,2021,7,27,0,0,0,0,0,0,0,0.25,3.5,0.25,0,0,0,0,0,8.93333,0,0,0,0.25,0,0,0,0,"Real_Data"
"99","Arseneault",48.374333,-65.3035,NA,0,2021,5,15,99.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Real_Data"
"100","Arseneault",48.374333,-65.3035,NA,0,2021,5,16,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Real_Data"
"101","Arseneault",48.374333,-65.3035,NA,0,2021,5,17,97,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Real_Data"
"102","Arseneault",48.374333,-65.3035,NA,0,2021,5,18,90,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Real_Data"
"103","Arseneault",48.374333,-65.3035,NA,0,2021,5,19,82.75,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Real_Data"
"104","Arseneault",48.374333,-65.3035,NA,0,2021,5,20,47.25,50.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Real_Data"
"105","Arseneault",48.374333,-65.3035,NA,0,2021,5,21,17.75,73.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,2.02413,0,0,0,0,0,0,0,0,"Real_Data"
"106","Arseneault",48.374333,-65.3035,NA,0,2021,5,22,8,67,13.25,0,0,0,0,0,0,0,0,0,0,0,0,2.15014,0,0,0,0,0,0,0,0,"Real_Data"
"107","Arseneault",48.374333,-65.3035,NA,0,2021,5,23,7.25,61.75,18.5,0,0,0,0,0,0,0,0,0,0,0,0,2.21143,0,0,0,0,0,0,0,0,"Real_Data"
"108","Arseneault",48.374333,-65.3035,NA,0,2021,5,24,6.5,54.5,25.5,0,0,0,0,0,0,0,0,0,0,0,0,2.2948,0,0,0,0,0,0,0,0,"Real_Data"
"109","Arseneault",48.374333,-65.3035,NA,0,2021,5,25,4.25,40,38.5,0,0,0,0,0,0,0,0,0,0,0,0,2.46526,0,0,0,0,0,0,0,0,"Real_Data"
"110","Arseneault",48.374333,-65.3035,NA,0,2021,5,26,2.5,21.5,53.25,0.25,0,0,0,0,0,0,0,0,0,0,0,2.69355,0,0,0,0,0,0,0,0,"Real_Data"
"111","Arseneault",48.374333,-65.3035,NA,0,2021,5,27,2.5,18,55.5,0.25,0,0,0,0,0,0,0,0,0,0,0,2.73443,0,0,0,0,0,0,0,0,"Real_Data"
"112","Arseneault",48.374333,-65.3035,NA,0,2021,5,28,2.5,16.5,57,0.25,0,0,0,0,0,0,0,0,0,0,0,2.7541,0,0,0,0,0,0,0,0,"Real_Data"
"113","Arseneault",48.374333,-65.3035,NA,0,2021,5,29,2.5,15,58.25,0.25,0,0,0,0,0,0,0,0,0,0,0,2.77303,0,0,0,0,0,0,0,0,"Real_Data"
"114","Arseneault",48.374333,-65.3035,NA,0,2021,5,30,2,13,59.75,0.5,0,0,0,0,0,0,0,0,0,0,0,2.80731,0,0,0,0,0,0,0,0,"Real_Data"
"115","Arseneault",48.374333,-65.3035,NA,0,2021,5,31,2,10.75,60.5,0.75,0,0,0,0,0,0,0,0,0,0,0,2.83784,0,0,0,0,0,0,0,0,"Real_Data"
"116","Arseneault",48.374333,-65.3035,NA,0,2021,6,1,1.75,7,60.75,2,0,0,0,0,0,0,0,0,0,0,0,2.90559,0,0,0,0,0,0,0,0,"Real_Data"
"117","Arseneault",48.374333,-65.3035,NA,0,2021,6,2,1,4,56.75,7.25,0.25,0,0,0,0,0,0,0,0,0,0,3.03971,0,0,0,0,0,0,0,0,"Real_Data"
"118","Arseneault",48.374333,-65.3035,NA,0,2021,6,3,0.25,3,48.25,16,0.25,0,0,0,0,0,0,0,0,0,0,3.19557,0,0,0,0,0,0,0,0,"Real_Data"
"119","Arseneault",48.374333,-65.3035,NA,0,2021,6,4,0.25,1.75,36.25,21,1.5,0,0,0,0,0,0,0,0,0,0,3.36214,0,0,0,0,0,0,0,0,"Real_Data"
"120","Arseneault",48.374333,-65.3035,NA,0,2021,6,5,0,1.25,22.75,26.75,4.75,0,0,0,0,0,0,0,0,0,0,3.63063,0,0,0,0,0,0,0,0,"Real_Data"
"121","Arseneault",48.374333,-65.3035,NA,0,2021,6,6,0,1.25,16.25,26.25,8,0,0,0,0,0,0,0,0,0,0,3.79227,0,0,0,0,0,0,0,0,"Real_Data"
"122","Arseneault",48.374333,-65.3035,NA,0,2021,6,7,0,0.25,9,21.25,14.25,0,0,0,0,0,0,0,0,0,0,4.10615,0,0,0,0,0,0,0,0,"Real_Data"
"123","Arseneault",48.374333,-65.3035,NA,0,2021,6,8,0,0,4.75,8,21,0,0,0,0,0,0,0,0,0,0,4.48148,0,0,0,0,0,0,0,0,"Real_Data"
"124","Arseneault",48.374333,-65.3035,NA,0,2021,6,9,0,0,3.25,6.25,20.75,0,0,0,0,0,0,0,0,0,0,4.57851,0,0,0,0,0,0,0,0,"Real_Data"
"125","Arseneault",48.374333,-65.3035,NA,0,2021,6,10,0,0,2.75,5.75,20.75,0,0,0,0,0,0,0,0,0,0,4.61538,0,0,0,0,0,0,0,0,"Real_Data"
"126","Arseneault",48.374333,-65.3035,NA,0,2021,6,11,0,0,2.5,4.75,20.25,0,0,0,0,0,0,0,0,0,0,4.64545,0,0,0,0,0,0,0,0,"Real_Data"
"127","Arseneault",48.374333,-65.3035,NA,0,2021,6,12,0,0,2.25,3.25,19.25,0.5,0,0,0,0,0,0,0,0,0,4.71287,0,0,0,0,0,0,0,0,"Real_Data"
"128","Arseneault",48.374333,-65.3035,NA,0,2021,6,13,0,0,1.25,4,18.25,1,0,0,0,0,0,0,0,0,0,4.77551,0,0,0,0,0,0,0,0,"Real_Data"
"129","Arseneault",48.374333,-65.3035,NA,0,2021,6,14,0,0,1.25,3,17.5,1.75,0,0,0,0,0,0,0,0,0,4.84043,0,0,0,0,0,0,0,0,"Real_Data"
"130","Arseneault",48.374333,-65.3035,NA,0,2021,6,15,0,0,1,2.5,16.25,2.25,0,0,0,0,0,0,0,0,0,4.89773,0,0,0,0,0,0,0,0,"Real_Data"
"131","Arseneault",48.374333,-65.3035,NA,0,2021,6,16,0,0,0.75,2.75,11.5,4.25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"Real_Data"
"132","Arseneault",48.374333,-65.3035,NA,0,2021,6,17,0,0,0.5,1.5,10.75,6.25,0,0,0,0,0,0,0,0,0,5.19737,0,0,0,0,0,0,0,0,"Real_Data"
"133","Arseneault",48.374333,-65.3035,NA,0,2021,6,18,0,0,0.25,0.75,8,8.5,0,0,0,0,0,0,0,0,0,5.41429,0,0,0,0,0,0,0,0,"Real_Data"
"134","Arseneault",48.374333,-65.3035,NA,0,2021,6,19,0,0,0,0.5,5.75,10.5,0,0,0,0,0,0,0,0,0,5.59701,0,0,0,0,0,0,0,0,"Real_Data"
"135","Arseneault",48.374333,-65.3035,NA,0,2021,6,20,0,0,0,0.5,3.25,11.75,0,0,0,0,0,0,0,0,0,5.72581,0,0,0,0,0,0,0,0,"Real_Data"
"136","Arseneault",48.374333,-65.3035,NA,0,2021,6,21,0,0,0,0.25,2.25,12.25,0,0,0,0,0,0,0,0,0,5.81356,0,0,0,0,0,0,0,0,"Real_Data"
"137","Arseneault",48.374333,-65.3035,NA,0,2021,6,22,0,0,0,0,1.25,12.25,0,0,0,0,0,0,0,0,0,5.90741,0,0,0,0,0,0,0,0,"Real_Data"
"138","Arseneault",48.374333,-65.3035,NA,0,2021,6,23,0,0,0,0,1,12.5,0,0,0,0,0,0,0,0,0,5.92593,0,0,0,0,0,0,0,0,"Real_Data"
"139","Arseneault",48.374333,-65.3035,NA,0,2021,6,24,0,0,0,0,1,12.25,0,0,0,0,0,0,0,0,0,5.92453,0,0,0,0,0,0,0,0,"Real_Data"
"140","Arseneault",48.374333,-65.3035,NA,0,2021,6,25,0,0,0,0,0.5,11.75,0,0,0,0,0,0,0,0,0,5.95918,0,0,0,0,0,0,0,0,"Real_Data"
